ordinal	row_id	manifest_exp_id	source_exp_id	source_method_id	canonical_method_id	method_display	case_id	short_case_id	variant	qpos_path	scene_xml	video_path	contact_mask_path	kin_ref_path	person_idx	hand_collision_variant_id	object_key	object_category	expected_quality	baseline_method_id	baseline_source_exp_id	baseline_variant	baseline_qpos_path	baseline_scene_xml	baseline_contact_mask_path	baseline_kin_ref_path	baseline_status	row_status	notes
44	E162_0044_E150_off05_box004_082_p1	E150	E147	off05	E150_off05	off05	e091_box004_20231003_2_082_p1	box004_082_p1	E150_box004_082_p1_off05	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	0	rubber_hull	box004	box	review	E147_spider_rubberhand	E147	E147_e091_box004_20231003_2_082_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	ok	ok	
45	E162_0045_E150_off08_box004_082_p1	E150	E150	off08	E150_off08	off08	e091_box004_20231003_2_082_p1	box004_082_p1	E150_box004_082_p1_off08	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_082_p1_off08_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_082_p1_off08_full.mp4	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	0	rubber_hull	box004	box	review	E147_spider_rubberhand	E147	E147_e091_box004_20231003_2_082_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	ok	ok	
46	E162_0046_E150_off11_box004_082_p1	E150	E150	off11	E150_off11	off11	e091_box004_20231003_2_082_p1	box004_082_p1	E150_box004_082_p1_off11	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_082_p1_off11_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_082_p1_off11_full.mp4	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	0	rubber_hull	box004	box	review	E147_spider_rubberhand	E147	E147_e091_box004_20231003_2_082_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_082_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box004_082_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_082_p1_e096b_mask_cem/0/trajectory_kinematic.npz	ok	ok	
47	E162_0047_E150_off05_box004_083_p2	E150	E148	off05	E150_off05	off05	e091_box004_20231003_2_083_p2	box004_083_p2	E150_box004_083_p2_off05	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box	review	E147_spider_rubberhand							missing_e147_case	ok	
48	E162_0048_E150_off08_box004_083_p2	E150	E150	off08	E150_off08	off08	e091_box004_20231003_2_083_p2	box004_083_p2	E150_box004_083_p2_off08	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_083_p2_off08_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_083_p2_off08_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box	review	E147_spider_rubberhand							missing_e147_case	ok	
49	E162_0049_E150_off11_box004_083_p2	E150	E150	off11	E150_off11	off11	e091_box004_20231003_2_083_p2	box004_083_p2	E150_box004_083_p2_off11	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_083_p2_off11_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_083_p2_off11_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box	review	E147_spider_rubberhand							missing_e147_case	ok	
50	E162_0050_E150_off05_box021_035_p1	E150	E147	off05	E150_off05	off05	d003_box021_20231011_035_p1	box021_035_p1	E150_box021_035_p1_off05	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	0	rubber_hull	box021	box	review	E147_spider_rubberhand	E147	E147_d003_box021_20231011_035_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	ok	ok	
51	E162_0051_E150_off08_box021_035_p1	E150	E150	off08	E150_off08	off08	d003_box021_20231011_035_p1	box021_035_p1	E150_box021_035_p1_off08	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box021_035_p1_off08_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box021_035_p1_off08_full.mp4	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	0	rubber_hull	box021	box	review	E147_spider_rubberhand	E147	E147_d003_box021_20231011_035_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	ok	ok	
52	E162_0052_E150_off11_box021_035_p1	E150	E150	off11	E150_off11	off11	d003_box021_20231011_035_p1	box021_035_p1	E150_box021_035_p1_off11	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box021_035_p1_off11_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box021_035_p1_off11_full.mp4	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	0	rubber_hull	box021	box	review	E147_spider_rubberhand	E147	E147_d003_box021_20231011_035_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_d003_box021_20231011_035_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box021_035_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231011_035_p1_e107_clean/0/trajectory_kinematic.npz	ok	ok	
53	E162_0053_E150_off05_box026_139_p1	E150	E148	off05	E150_off05	off05	e091_box026_20231023_139_p1	box026_139_p1	E150_box026_139_p1_off05	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box026_139_p1_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box026_139_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/0/trajectory_kinematic.npz	0	rubber_hull	box026	box	review	E147_spider_rubberhand							missing_e147_case	ok	
54	E162_0054_E150_off08_box026_139_p1	E150	E150	off08	E150_off08	off08	e091_box026_20231023_139_p1	box026_139_p1	E150_box026_139_p1_off08	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box026_139_p1_off08_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box026_139_p1_off08_full.mp4	workspace/core4d/results/E143/contact_masks/box026_139_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/0/trajectory_kinematic.npz	0	rubber_hull	box026	box	review	E147_spider_rubberhand							missing_e147_case	ok	
55	E162_0055_E150_off11_box026_139_p1	E150	E150	off11	E150_off11	off11	e091_box026_20231023_139_p1	box026_139_p1	E150_box026_139_p1_off11	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box026_139_p1_off11_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box026_139_p1_off11_full.mp4	workspace/core4d/results/E143/contact_masks/box026_139_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box026_20231023_139_p1_e106_clean/0/trajectory_kinematic.npz	0	rubber_hull	box026	box	review	E147_spider_rubberhand							missing_e147_case	ok	
56	E162_0056_E150_off05_box004_083_p1	E150	E147	off05	E150_off05	off05	e091_box004_20231003_2_083_p1	box004_083_p1	E150_box004_083_p1_off05	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/0/trajectory_kinematic.npz	0	rubber_hull	box004	box	review	E147_spider_rubberhand	E147	E147_e091_box004_20231003_2_083_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box004_083_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/0/trajectory_kinematic.npz	ok	ok	
57	E162_0057_E150_off08_box004_083_p1	E150	E150	off08	E150_off08	off08	e091_box004_20231003_2_083_p1	box004_083_p1	E150_box004_083_p1_off08	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_083_p1_off08_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_083_p1_off08_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/0/trajectory_kinematic.npz	0	rubber_hull	box004	box	review	E147_spider_rubberhand	E147	E147_e091_box004_20231003_2_083_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box004_083_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/0/trajectory_kinematic.npz	ok	ok	
58	E162_0058_E150_off11_box004_083_p1	E150	E150	off11	E150_off11	off11	e091_box004_20231003_2_083_p1	box004_083_p1	E150_box004_083_p1_off11	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_083_p1_off11_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E150/contact_anchor_eef_offset_sweep/cem/full/E150_box004_083_p1_off11_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/0/trajectory_kinematic.npz	0	rubber_hull	box004	box	review	E147_spider_rubberhand	E147	E147_e091_box004_20231003_2_083_p1_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_e091_box004_20231003_2_083_p1_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box004_083_p1/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p1_e096b_mask_cem/0/trajectory_kinematic.npz	ok	ok	
59	E162_0059_E151_baseline_box021_029_p2	E151	E148	baseline	E151_baseline	baseline	d003_box021_20231018_029_p2	box021_029_p2	E151_box021_029_p2_baseline	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box021_029_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box021_029_p2_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box021_029_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box	review	E147_spider_rubberhand							missing_e147_case	ok	
60	E162_0060_E151_b2_sup_box021_029_p2	E151	E151	b2_sup	E151_b2_sup	b2_sup	d003_box021_20231018_029_p2	box021_029_p2	E151_box021_029_p2_b2_sup	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box021_029_p2_b2_sup_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box021_029_p2_b2_sup_full.mp4	workspace/core4d/results/E143/contact_masks/box021_029_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box	review	E147_spider_rubberhand							missing_e147_case	ok	
61	E162_0061_E151_b2_tip_box021_029_p2	E151	E151	b2_tip	E151_b2_tip	b2_tip	d003_box021_20231018_029_p2	box021_029_p2	E151_box021_029_p2_b2_tip	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box021_029_p2_b2_tip_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box021_029_p2_b2_tip_full.mp4	workspace/core4d/results/E143/contact_masks/box021_029_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box	review	E147_spider_rubberhand							missing_e147_case	ok	
62	E162_0062_E151_b1_mesh_box021_029_p2	E151	E151	b1_mesh	E151_b1_mesh	b1_mesh	d003_box021_20231018_029_p2	box021_029_p2	E151_box021_029_p2_b1_mesh	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box021_029_p2_b1_mesh_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box021_029_p2_b1_mesh_full.mp4	workspace/core4d/results/E143/contact_masks/box021_029_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/d003_box021_20231018_029_p2_e107_clean/0/trajectory_kinematic.npz	1	rubber_hull	box021	box	review	E147_spider_rubberhand							missing_e147_case	ok	
63	E162_0063_E151_baseline_box004_083_p2	E151	E148	baseline	E151_baseline	baseline	e091_box004_20231003_2_083_p2	box004_083_p2	E151_box004_083_p2_baseline	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E148/e143_24case_rubber_hand_collision/cem/full/E148_box004_083_p2_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box	review	E147_spider_rubberhand							missing_e147_case	ok	
64	E162_0064_E151_b2_sup_box004_083_p2	E151	E151	b2_sup	E151_b2_sup	b2_sup	e091_box004_20231003_2_083_p2	box004_083_p2	E151_box004_083_p2_b2_sup	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box004_083_p2_b2_sup_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box004_083_p2_b2_sup_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box	review	E147_spider_rubberhand							missing_e147_case	ok	
65	E162_0065_E151_b2_tip_box004_083_p2	E151	E151	b2_tip	E151_b2_tip	b2_tip	e091_box004_20231003_2_083_p2	box004_083_p2	E151_box004_083_p2_b2_tip	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box004_083_p2_b2_tip_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box004_083_p2_b2_tip_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box	review	E147_spider_rubberhand							missing_e147_case	ok	
66	E162_0066_E151_b1_mesh_box004_083_p2	E151	E151	b1_mesh	E151_b1_mesh	b1_mesh	e091_box004_20231003_2_083_p2	box004_083_p2	E151_box004_083_p2_b1_mesh	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box004_083_p2_b1_mesh_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/scene_act_E148_rubber_hull.xml	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box004_083_p2_b1_mesh_full.mp4	workspace/core4d/results/E143/contact_masks/box004_083_p2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/e091_box004_20231003_2_083_p2_e092_dyn/0/trajectory_kinematic.npz	1	rubber_hull	box004	box	review	E147_spider_rubberhand							missing_e147_case	ok	
67	E162_0067_E151_baseline_box023_person2	E151	E147	baseline	E151_baseline	baseline	box023_person2	box023_person2	E151_box023_person2_baseline	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_full.mp4	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	1	rubber_hull	box023	box	review	E147_spider_rubberhand	E147	E147_box023_person2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	ok	ok	
68	E162_0068_E151_b2_sup_box023_person2	E151	E151	b2_sup	E151_b2_sup	b2_sup	box023_person2	box023_person2	E151_box023_person2_b2_sup	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box023_person2_b2_sup_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E151/route_b_hand_surface_contact/cem/full/E151_box023_person2_b2_sup_full.mp4	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	1	rubber_hull	box023	box	review	E147_spider_rubberhand	E147	E147_box023_person2_rubber_hull	workspace/core4d/results/E147/rubber_hand_collision/cem/full/E147_box023_person2_rubber_hull_outdir_full/trajectory_mjwp_act.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/scene_act_E147_rubber_hull.xml	workspace/core4d/results/E143/contact_masks/box023_person2/raw_contact_mask_3cm.npz	example_datasets/processed/core4d/unitree_g1/humanoid_object/box023_person2_legobj/0/trajectory_kinematic.npz	ok	ok	
