case_id	object_key	source_exp	retarget_variant_id	metric_standard_id	prg_qpos	prg_qpos_sha256	scene_xml	scene_xml_sha256	trajectory	trajectory_sha256	contact_mask	contact_mask_sha256	person_idx	input_status
box001_20231023_108_p1	box001	E173	omnirt_v2	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231023_108_p1_PRG_outdir_full/trajectory_mjwp_act.npz	6530073618a5d546a696c136e055e3dbd0fb35d121a3451aff424047b1eece46	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231023_108_p1/scene_act_E173_rubberHull_PRG.xml	67fc978ed550e63887b5a5d185310b2ca3e5dd3c4858f21d1ff2b681df5fada2	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231023_108_p1/0/trajectory_kinematic.npz	bb132b3428c37005a5948d3277ae3d4f420eccbd32a606d48a7de6608bdf907d	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/contact_masks/dcv3_omnirt_v2_ref_fk_box001_20231023_108_p1/raw_contact_mask_3cm.npz	551baf6097cba5632e675c6cb19ac42e05a2989337674e9917deef3bcc41e3fb	0	pass
box001_20231023_108_p2	box001	E173	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231023_108_p2_PRG_outdir_full/trajectory_mjwp_act.npz	be593cddcb78ec26b65d431117fe7d45891662490722738da12b4283d4ed98b3	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_108_p2/scene_act_E173_rubberHull_PRG.xml	5dd0d2a5078d20ff970b6bf24755cce2c0789aabbba71dce9eb5315816214c96	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_108_p2/0/trajectory_kinematic.npz	2321c3e30adb91503595fde994915716e395404b2c937b37c2b23f70d403b34a	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231023_108_p2/raw_contact_mask_3cm.npz	ea684f7d17007d19a25148e034b9ca09603816411b1caf6303d85531be8bde1f	1	pass
box001_20231023_109_p1	box001	E173	omnirt_v2	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231023_109_p1_PRG_outdir_full/trajectory_mjwp_act.npz	399db8bde290b5bbd1eebbd3a7aff58bc072cf16c18871e845765508bda8c77f	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231023_109_p1/scene_act_E173_rubberHull_PRG.xml	b5bdd659be476874407586a88846679df070948cc98e249796cff3ac125ce932	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231023_109_p1/0/trajectory_kinematic.npz	9847dd8a6b9352316af8e5684bc9e98a37b5ee997934deec8b7ee9edcdbc7db4	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/contact_masks/dcv3_omnirt_v2_ref_fk_box001_20231023_109_p1/raw_contact_mask_3cm.npz	3159e08757fbc07f86c0a54fb745d870bf204e0768e19793eb75782c831e3f20	0	pass
box001_20231023_109_p2	box001	E173	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231023_109_p2_PRG_outdir_full/trajectory_mjwp_act.npz	dce849b9b73aa8a31f39521956b51884b28417b395e2f924a9f2138f78c75558	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_109_p2/scene_act_E173_rubberHull_PRG.xml	376bd18ff436123a0b423b1529479437bc9fbf427de8f465f6352259e1ad7a9c	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_109_p2/0/trajectory_kinematic.npz	64b913737ea733d1079c976d507cf9f7f1ea4731a0362cae7a6e51ed699102f1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231023_109_p2/raw_contact_mask_3cm.npz	3159e08757fbc07f86c0a54fb745d870bf204e0768e19793eb75782c831e3f20	1	pass
box001_20231023_110_p1	box001	E173	omnirt_v2	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231023_110_p1_PRG_outdir_full/trajectory_mjwp_act.npz	131db7d6229911969f1727015167f7e9d0a5a50cfdffe6b03d7f346e98fcc239	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231023_110_p1/scene_act_E173_rubberHull_PRG.xml	f74c43527e00e99d94929401ce9ee2739971165cfb6e0ffccf2ccb37acfc59b7	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box001_20231023_110_p1/0/trajectory_kinematic.npz	a6489404f7027e5ad00b2015ff15dd554e3a3b7c44bfffc7a1458c85bf7f7e37	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/contact_masks/dcv3_omnirt_v2_ref_fk_box001_20231023_110_p1/raw_contact_mask_3cm.npz	1f110268c3af5a29f8b2ee2e8d4ee7efde4e5982116cef75476b33774d528928	0	pass
box001_20231023_110_p2	box001	E173	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s6_downstream/cem/full/E173_box001_20231023_110_p2_PRG_outdir_full/trajectory_mjwp_act.npz	45a96436487c02522a4f9594a30d471e0725ebec8cba2586dbe01d7ce6ee89a9	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_110_p2/scene_act_E173_rubberHull_PRG.xml	81fde064a2d7c3f66f7cfc9521d430395724ce50c4fbb6bbee4f64e8c07e672e	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box001_20231023_110_p2/0/trajectory_kinematic.npz	8599ad9e257c8f161271d94f1acc02205efa8ef9a34a88ecd051eb758df01a93	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box001_20231023_110_p2/raw_contact_mask_3cm.npz	45a9c1f4ad60a0a7e1797882400827fb11525c8c91ce112fec449cf8e6a54e45	1	pass
box004_20231003_2_082_p1	box004	E172	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E172/s6_downstream/cem/full/E172_box004_20231003_2_082_p1_PRG_outdir_full/trajectory_mjwp_act.npz	d4baac3d8d25072deef8d840c1d5f3bd5b5bb39aebdaad8254a207ba986f1cb9	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box004_20231003_2_082_p1/scene_act_E172_rubberHull_PRG.xml	c91644ced0bb403f5f57104815787229c97037de6e1fee9181bf078b3cfd2b2b	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box004_20231003_2_082_p1/0/trajectory_kinematic.npz	8bf91d135985ab03fbbc73c100c058b332d3ca6226f8fe0c3afb5bb4037705ac	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E172/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box004_20231003_2_082_p1/raw_contact_mask_3cm.npz	c20f95917dd290e091f6de9b565f93a74eadc9d643b1ec4f9ccc147f190c2a87	0	pass
box004_20231003_2_082_p2	box004	E172	omnirt_v2	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E172/s6_downstream/cem/full/E172_box004_20231003_2_082_p2_PRG_outdir_full/trajectory_mjwp_act.npz	8d066ca85e2c0ff070ab1a0685eedefcc1266de6b6eb9ff82b926ce00cf767b3	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box004_20231003_2_082_p2/scene_act_E172_rubberHull_PRG.xml	522203d08649b0e9d8cf17a04fdb07c08399f5e85a495aae37a1e57ca9f960d4	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box004_20231003_2_082_p2/0/trajectory_kinematic.npz	9989c545ee7d14b9a2675f433bba1ec7d8207f81c27c6ec24fc8def5fedb201e	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E172/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/contact_masks/dcv3_omnirt_v2_ref_fk_box004_20231003_2_082_p2/raw_contact_mask_3cm.npz	e6a0463fc2648141a984c33bd5e0e73bcc588bd0216dbc7dc027a03ed849e51d	1	pass
box004_20231003_2_083_p1	box004	E172	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E172/s6_downstream/cem/full/E172_box004_20231003_2_083_p1_PRG_outdir_full/trajectory_mjwp_act.npz	2187c6eba84f5b9e692beadc327fc475cc0c4816e05712b325e5c754ee9478a6	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box004_20231003_2_083_p1/scene_act_E172_rubberHull_PRG.xml	8040b6bc4dfe11fadc913905a7032c2feaa8874b77f713e10a887899966fb5b6	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box004_20231003_2_083_p1/0/trajectory_kinematic.npz	fc9b914074d87c7f7077a7853a7382a193425184b8068bd39014e09f394b2055	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E172/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box004_20231003_2_083_p1/raw_contact_mask_3cm.npz	e70e9f2f56aab9964cf965ee16699e7f7e7c8602e6ce65792b4676d36ad17037	0	pass
box004_20231003_2_083_p2	box004	E172	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E172/s6_downstream/cem/full/E172_box004_20231003_2_083_p2_PRG_outdir_full/trajectory_mjwp_act.npz	90b21d2bbe4be5fd88e94d1798b37776b5435ebcb454768f9c49c88958a341b1	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box004_20231003_2_083_p2/scene_act_E172_rubberHull_PRG.xml	9ee79de0c06499e75dadf28077d3fec4292f0f99ff479d089d0416348c38fa86	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box004_20231003_2_083_p2/0/trajectory_kinematic.npz	f9a94d6243079223678d91ae21311a45d4dad3e4337d1029370819d44c29f0e6	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E172/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box004_20231003_2_083_p2/raw_contact_mask_3cm.npz	8e125c94b81b77a709b352defb4d6fce9dcbe2b52b634a15adbfb5d5d6e30b4d	1	pass
box004_20231003_2_086_p1	box004	E172	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E172/s6_downstream/cem/full/E172_box004_20231003_2_086_p1_PRG_outdir_full/trajectory_mjwp_act.npz	e9aa483c3f62389df69adb388c5d45c5b5d96ea0196f5720a7eaac8465724cb2	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box004_20231003_2_086_p1/scene_act_E172_rubberHull_PRG.xml	65e7c251e6bc680435176f137867d3afe4e70766f09a2eee344b3780437b711a	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box004_20231003_2_086_p1/0/trajectory_kinematic.npz	cfb7be93952b9e08631e9deea9b9745559814e660d8267450a5ff65ac1e98dd1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E172/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box004_20231003_2_086_p1/raw_contact_mask_3cm.npz	d3962206892ff6a1817f31a1d699adc1dd20465bcdeece5061b1990fbeaa8677	0	pass
box004_20231003_2_086_p2	box004	E172	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E172/s6_downstream/cem/full/E172_box004_20231003_2_086_p2_PRG_outdir_full/trajectory_mjwp_act.npz	d934bb57ce3de4a528d67289e667ef62addc1e275e83c8d7b8a3422599199aca	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box004_20231003_2_086_p2/scene_act_E172_rubberHull_PRG.xml	0434c7df4571ddf92c5ceed6197a4aa7838d328e02e2d8003ed738a670d43c67	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box004_20231003_2_086_p2/0/trajectory_kinematic.npz	36893ef494173055e47a6e5b62f6a7828b72db254f801904bff5266f79b8079d	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E172/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box004_20231003_2_086_p2/raw_contact_mask_3cm.npz	3bcee8114aef858b0ba1e85a90850925c414c89109493aee15a1b1e9f8d89591	1	pass
box021_20231011_034_p1	box021	E170	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E170/s6_downstream/cem/full/E170_box021_20231011_034_p1_PRG_outdir_full/trajectory_mjwp_act.npz	1184fa9adc3967af07a11f19c203fec988935119594e63b465568d6d6d486149	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_034_p1/scene_act_E170_lowerbody_physics.xml	4d08757815892ab6af56be3c8c4ed1e2eed6f9ccd76d036ba4a479127ee1cc5c	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_034_p1/0/trajectory_kinematic.npz	f7af11815acc9728d394eadad59194d9e01ae06eaa7fe693b28b0c2c87ae1bec	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231011_034_p1/raw_contact_mask_3cm.npz	3ef03a7233cd30ad49d9524f30032c7458a3d90ec2b986fc29796d5a025a518d	0	pass
box021_20231011_034_p2	box021	E170	omnirt_v2	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E170/s6_downstream/cem/full/E170_box021_20231011_034_p2_PRG_outdir_full/trajectory_mjwp_act.npz	806da9a2286374d00abb01249e8981948a69766fc7e2ff071c0ae5a7f579e1de	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box021_20231011_034_p2/scene_act_E170_lowerbody_physics.xml	3c1a453ab30029b9eb7667c784eded507c8f3e87aa8cfd1d8e585d5f653f1ada	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box021_20231011_034_p2/0/trajectory_kinematic.npz	6a79573eea925184e3539eae63e5347bc865003038516db0c9932012e9c94c9b	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/contact_masks/dcv3_omnirt_v2_ref_fk_box021_20231011_034_p2/raw_contact_mask_3cm.npz	0c423f3ceed20d071c2ffba099cf72b38b4286095b5b4565fca79e6b4ba937ae	1	pass
box021_20231011_036_p1	box021	E170	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E170/s6_downstream/cem/full/E170_box021_20231011_036_p1_PRG_outdir_full/trajectory_mjwp_act.npz	51083af544415322039580096f497e00a657d7e1062c156d34544897ca43f2d3	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_036_p1/scene_act_E170_lowerbody_physics.xml	3c83ac7fc54357431108053f48159d03139fc3d4964ae4fb479093a37559959b	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_036_p1/0/trajectory_kinematic.npz	1634cdc2c617240bc620b6e5ae797daf6c03879e9b5542623d94c396037062f1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231011_036_p1/raw_contact_mask_3cm.npz	03b327b46795c95de11e1222ab94eeb151037481e4b75389c9122a6515fd0559	0	pass
box021_20231011_036_p2	box021	E170	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E170/s6_downstream/cem/full/E170_box021_20231011_036_p2_PRG_outdir_full/trajectory_mjwp_act.npz	c78ba32452f6c4c50dc8f1b07684b81c2445e5c49862fe517780e81d917ec4af	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_036_p2/scene_act_E170_lowerbody_physics.xml	c6805d8b566e074ff3b7a13e72b6b6deac7c6beb6e12ed91cff879f6d41dc404	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_036_p2/0/trajectory_kinematic.npz	13f3c689d985aed19017fdcaff5cd3290e4bb9434a2ff06e5a1c9120e7a7de9d	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231011_036_p2/raw_contact_mask_3cm.npz	137ab880db7f3b37a4e3fd14d46397176792b9b0d6219b14b30605787be9e603	1	pass
box021_20231011_037_p1	box021	E170	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E170/s6_downstream/cem/full/E170_box021_20231011_037_p1_PRG_outdir_full/trajectory_mjwp_act.npz	14672432a3cba71dfcf26e44aff4ef7b81d5bb609b65d5d3e8ede46c3b4dec7d	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_037_p1/scene_act_E170_lowerbody_physics.xml	95ec77ccb28dd9594b22f76b923a0bdaea9580cbb7f680e673d676ecfdfebae6	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_037_p1/0/trajectory_kinematic.npz	5f2dd88f687dfb8c66527adbbc7e9e14c0d1fc0dcef2bdd57bc56f1831467376	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231011_037_p1/raw_contact_mask_3cm.npz	3e463c7f02e31f9ef2e203b1c16142f124d868bc22db7262d4b0c02dfcdf7d03	0	pass
box021_20231011_037_p2	box021	E170	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E170/s6_downstream/cem/full/E170_box021_20231011_037_p2_PRG_outdir_full/trajectory_mjwp_act.npz	e76ff70d8d82a68073c993eb8781c8fa562e13110af24bcd4951d8288c0f13da	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_037_p2/scene_act_E170_lowerbody_physics.xml	a87ae88e8347debcd0093b94905daf437d442aacd1d5f3049cf31fdb4d3c1f28	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_037_p2/0/trajectory_kinematic.npz	f243dfe650630469f0f154867dfb9a9973f40653e874aec951049d18fdb2ae5c	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231011_037_p2/raw_contact_mask_3cm.npz	cfc4363ae54860fa342940db0cf185645c8788e379cee2546d7950708369c2bb	1	pass
box021_20231011_038_p1	box021	E170	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E170/s6_downstream/cem/full/E170_box021_20231011_038_p1_PRG_outdir_full/trajectory_mjwp_act.npz	ae744fd73e4ed29f456f5d8759d1bc514658581e44238abbd3847d5024b1f91b	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_038_p1/scene_act_E170_lowerbody_physics.xml	1e613f39c8d5d0409f29bd20d7715722d8964fbe72ff763851600d0c4fa1d6ce	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_038_p1/0/trajectory_kinematic.npz	94e170e0f34c4c0c92505fbfe688fbef97189cd0de9c420c7ce0dd494e692c3d	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231011_038_p1/raw_contact_mask_3cm.npz	514e9be5bd34071648b3cc6c007e41da2697b1af1689f1c3300fd85198ec2808	0	pass
box021_20231011_038_p2	box021	E170	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E170/s6_downstream/cem/full/E170_box021_20231011_038_p2_PRG_outdir_full/trajectory_mjwp_act.npz	54136df1ea2dfef8f4b4d38310d137cfb2d697128251c448faf7600412bf864d	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_038_p2/scene_act_E170_lowerbody_physics.xml	e11fdd04bade7e8ce54120bcc7e2a38135587d7321200d25484d1860cee58258	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231011_038_p2/0/trajectory_kinematic.npz	2a8296f1815c50cf16900479840bed4a9fce0b404f119817ea0c5c9f3f0b0cd6	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231011_038_p2/raw_contact_mask_3cm.npz	e0efd2312e8b27629d9295b222b409e643080d5585b0ce4d44d356ffcabd379c	1	pass
box021_20231018_028_p1	box021	E170	omnirt_v2	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E170/s6_downstream/cem/full/E170_box021_20231018_028_p1_PRG_outdir_full/trajectory_mjwp_act.npz	1b742bf93189ef604ba1892cffba8bcb7dee12ae365764edb32f1ac4d417ae27	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box021_20231018_028_p1/scene_act_E170_lowerbody_physics.xml	b4e50ace1c2fda61330315efee733e849010f4e5979d8c3f4e5daf2c796e622f	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box021_20231018_028_p1/0/trajectory_kinematic.npz	a871119983e8a4f70ccab9c1caf543c52a927edc94d6b1abcce63a00a40f36ad	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/contact_masks/dcv3_omnirt_v2_ref_fk_box021_20231018_028_p1/raw_contact_mask_3cm.npz	8142dc8c17c6d65c704e043f9462b109dfa8c6ee1437c4df90b0ea14eef301cf	0	pass
box021_20231018_028_p2	box021	E170	omnirt_v1	core4d-e154-physics-contact-v1	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E170/s6_downstream/cem/full/E170_box021_20231018_028_p2_PRG_outdir_full/trajectory_mjwp_act.npz	d9dbffe580b85d19fc1ad6f97722ac11d2bf28da3f24f3d9bd4d79052d892449	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_028_p2/scene_act_E170_lowerbody_physics.xml	8292c79c1750085375df5a5ad8ff467951c38dbf85bee828225a2d1a885fe858	example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_028_p2/0/trajectory_kinematic.npz	96fff16ec0b9709e3cc7c71799533f3f1e6795809239cbf8cf3d3d89396015cc	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/contact_masks/dcv3_omnirt_v1_ref_fk_box021_20231018_028_p2/raw_contact_mask_3cm.npz	7644436cc1ee55201965cf4d5487d1a4a281f8ded9ed0ef3c60d3c109dafe84c	1	pass
