case_id	object_key	source_exp	retarget_variant_id	qpos42_path	qpos42_sha256	qpos42_shape	trajectory_kinematic	trajectory_sha256	trajectory_qpos_shape	stage2b_manifest	converted_npz	omniretarget_output_npz	trimmed_npz	manifest_spider_trajectory	manifest_scene_act	solver_family	solver_version	manifest_match
box021_20231018_034_p2	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231018_034_p2_omnirt_scene_act_qpos.npz	e0453b00c0662d61ea3938c194c6fa15b67d5ceb2238a7ec25686890330545fb	(97, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_034_p2/0/trajectory_kinematic.npz	b75f033c8fd845b69cb2a0e0f74c718c09a5391ff8c31906358f7cc142669ba3	(97, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_034_p2/converted/20231018-034-person2-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_034_p2/retargeted/20231018-034-person2-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_034_p2/trimmed/20231018-034-person2-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_034_p2/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box021_20231018_035_p2	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231018_035_p2_omnirt_scene_act_qpos.npz	54ad41492ec9288264859fe721ceadbebb5ce46a49cb428f5b7e28066554ce11	(94, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_035_p2/0/trajectory_kinematic.npz	b21c90df8c6524dd42becabfa8c80497bf8f89eb393572969e64300308ffacb8	(94, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_035_p2/converted/20231018-035-person2-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_035_p2/retargeted/20231018-035-person2-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231018_035_p2/trimmed/20231018-035-person2-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231018_035_p2/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box021_20231020_019_p1	box021	E170	omnirt_v2	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231020_019_p1_omnirt_scene_act_qpos.npz	37b55d864733009a21e07542932ede6bafb07bf99ca0821d661e51eb4bf48c9a	(97, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box021_20231020_019_p1/0/trajectory_kinematic.npz	9faf95a8db661557e5e864df56ed50e9c10f4081f206619b150aee68ac10dc3e	(97, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v2/ref_fk/stage2b_manifest_omnirt_v2_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/holosoma_dcv3_omnirt_v2_ref_fk_box021_20231020_019_p1/converted/20231020-019-person1-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/holosoma_dcv3_omnirt_v2_ref_fk_box021_20231020_019_p1/retargeted/20231020-019-person1-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v2/ref_fk/results/omnirt_v2_ref_fk/holosoma_dcv3_omnirt_v2_ref_fk_box021_20231020_019_p1/trimmed/20231020-019-person1-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v2_ref_fk_box021_20231020_019_p1/0/trajectory_kinematic.npz		omniretarget	v2_phase4_current	FOUND
box021_20231020_019_p2	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231020_019_p2_omnirt_scene_act_qpos.npz	7a761b38f7c941dd47e43061f0608b49c193470fa469496217ae4cfb1f63c4ea	(100, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_019_p2/0/trajectory_kinematic.npz	6f89afd7492ce25bdc0cf84be7384b2fd0ed6f541aa15f5be6305e94ad75169d	(100, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_019_p2/converted/20231020-019-person2-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_019_p2/retargeted/20231020-019-person2-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_019_p2/trimmed/20231020-019-person2-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_019_p2/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box021_20231020_020_p1	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231020_020_p1_omnirt_scene_act_qpos.npz	7f3e5bfac33a775e362ded52a2f483e1d3e481c698f770b790760cbc261d8d70	(86, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p1/0/trajectory_kinematic.npz	806a1ea9298f1173d9ccfe8274504f28c403087f3c027438ecaf60165d8b3d55	(86, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_020_p1/converted/20231020-020-person1-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_020_p1/retargeted/20231020-020-person1-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_020_p1/trimmed/20231020-020-person1-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p1/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box021_20231020_020_p2	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231020_020_p2_omnirt_scene_act_qpos.npz	ea0457a1a400473c3cf7bbe47f0fd7c06fc9db10d2fadbfd8028a1c54cd09d7e	(86, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/0/trajectory_kinematic.npz	f7ae72827983b7909c2cd7d33307c3057c4d900673fc23ff39443751b02e6064	(86, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/converted/20231020-020-person2-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/retargeted/20231020-020-person2-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/trimmed/20231020-020-person2-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_020_p2/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box021_20231020_022_p1	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231020_022_p1_omnirt_scene_act_qpos.npz	330b85532651c5151ad592a5472e297e23e85ae9484af75ac38e3449807ce500	(104, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_022_p1/0/trajectory_kinematic.npz	97bdcfaccc95b78702a8785cf6b82347bf90ffda34a078444c86c156ab01843f	(104, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_022_p1/converted/20231020-022-person1-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_022_p1/retargeted/20231020-022-person1-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_022_p1/trimmed/20231020-022-person1-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_022_p1/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box021_20231020_022_p2	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231020_022_p2_omnirt_scene_act_qpos.npz	1e11a1d84d22774bfebd1e1495fa447723a26dbcceb9c2da2c740e820516edb8	(105, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_022_p2/0/trajectory_kinematic.npz	00280a65f4ac7f14fb3d54e6a744d6c1de0a9d53a35136c399f57a4b97aec0cb	(105, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_022_p2/converted/20231020-022-person2-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_022_p2/retargeted/20231020-022-person2-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_022_p2/trimmed/20231020-022-person2-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_022_p2/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box021_20231020_023_p1	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231020_023_p1_omnirt_scene_act_qpos.npz	3a9aec943cc49641a833ceeddbd2a4df7d25fdc94923f595218f723a101685d8	(107, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_023_p1/0/trajectory_kinematic.npz	c4253d782205a9cdd814267e7dce8df920e0f29aca5f00e3e1c71e51e7a7d073	(107, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_023_p1/converted/20231020-023-person1-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_023_p1/retargeted/20231020-023-person1-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_023_p1/trimmed/20231020-023-person1-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_023_p1/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box021_20231020_023_p2	box021	E170	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box021_20231020_023_p2_omnirt_scene_act_qpos.npz	d81812bc31ffa3c407691ec24bcab45d99203a9287207d5fef82ae0ed4554b42	(110, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_023_p2/0/trajectory_kinematic.npz	4ce9ad4e496cd1073468eef2be0bfce58749d816729156245438a21405954643	(110, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_023_p2/converted/20231020-023-person2-Box021_with_obj.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_023_p2/retargeted/20231020-023-person2-Box021_with_obj_original.npz	/mnt/a0ccc676-9496-49f8-a861-f8a1797dec52/spider_workdirs/core4d/results/E168/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box021_20231020_023_p2/trimmed/20231020-023-person2-Box021_with_obj_original.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box021_20231020_023_p2/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box023_20231008_045_p1	box023	E173	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box023_20231008_045_p1_omnirt_scene_act_qpos.npz	d699674bca62f57f670c993819184cbb68bc45977cd993530134794cb30bf3c6	(134, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231008_045_p1/0/trajectory_kinematic.npz	cd9889270be1d95d754edf5451dd9b0029cbc58139db8694576369f769833111	(134, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231008_045_p1/converted/20231008-045-person1-Box023_with_obj.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231008_045_p1/retargeted/20231008-045-person1-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231008_045_p1/trimmed/20231008-045-person1-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231008_045_p1/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box023_20231008_045_p2	box023	E173	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box023_20231008_045_p2_omnirt_scene_act_qpos.npz	528a88aeabd54ac72714a0e61e06cf32939bcfd674fbe332c5fcc513ac48b461	(134, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231008_045_p2/0/trajectory_kinematic.npz	e7f7ca255a15490cc676bb86930b1948bb4d9bbf0ad3f13d57206be0c9d9675b	(134, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231008_045_p2/converted/20231008-045-person2-Box023_with_obj.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231008_045_p2/retargeted/20231008-045-person2-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231008_045_p2/trimmed/20231008-045-person2-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231008_045_p2/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box023_20231008_046_p2	box023	E173	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box023_20231008_046_p2_omnirt_scene_act_qpos.npz	761f8d08443bae74a1ed959c90fae6e9ba1c5090c6a1a984890b69599ebe6cb0	(78, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231008_046_p2/0/trajectory_kinematic.npz	19e0079dd8f6f0030ee8dbc282cb01592bd5f919cc9198f0740556f2e367dd8c	(78, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231008_046_p2/converted/20231008-046-person2-Box023_with_obj.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231008_046_p2/retargeted/20231008-046-person2-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231008_046_p2/trimmed/20231008-046-person2-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231008_046_p2/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
box023_20231011_018_p1	box023	E173	omnirt_v1	/home/ubuntu/Workspace/spider/workspace/core4d/analysis/E197_full_cem_omnirt_vs_prg_metrics/omni_converted_qpos/box023_20231011_018_p1_omnirt_scene_act_qpos.npz	c3ec92622038defc759de8f65282cbdc7b852e561026cb47976a46afd17d6f97	(130, 42)	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231011_018_p1/0/trajectory_kinematic.npz	3dc8a57b8d5147f4cfd9d5f3971b2854d970c4efad167245cfe34e1991794b9c	(130, 43)	/home/ubuntu/Workspace/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/stage2b_manifest_omnirt_v1_ref_fk.tsv	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231011_018_p1/converted/20231011-018-person1-Box023_with_obj.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231011_018_p1/retargeted/20231011-018-person1-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/workspace/core4d/results/E173/s3_retarget/omnirt_v1/ref_fk/results/omnirt_v1_ref_fk/holosoma_dcv3_omnirt_v1_ref_fk_box023_20231011_018_p1/trimmed/20231011-018-person1-Box023_with_obj_original.npz	/mnt/ali-sh-1/usr/xiayibo/work_dir/embodied/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_box023_20231011_018_p1/0/trajectory_kinematic.npz		omniretarget	v1_current	FOUND
