# E145 raw_mask_ref_fk full CEM variants
ordinal	variant	case_id	object_key	object_category	person	person_idx	split	ablation	retarget_variant_id	target_variant_id	derived_task	target_scene	trajectory	scene_act	mask_path	mask_kind	override	object_asset	remote_sync_key	handoff_decision	candidate_decision	raw_contact_threshold_label	run_status
24	E145_bucket007_20231020_056_p1_raw_mask_ref_fk	bucket007_20231020_056_p1	bucket007	bucket	person1	0	remote-gpu1	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_bucket007_20231020_056_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket007_20231020_056_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket007_20231020_056_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket007_20231020_056_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/bucket007_20231020_056_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_bucket007_20231020_056_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/bucket007/bucket007_m.obj	assets/objects/bucket007	HANDOFF_READY	PASS	5cm	to_run
25	E145_bucket007_20231020_056_p2_raw_mask_ref_fk	bucket007_20231020_056_p2	bucket007	bucket	person2	1	local-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_bucket007_20231020_056_p2	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket007_20231020_056_p2/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket007_20231020_056_p2/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket007_20231020_056_p2/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/bucket007_20231020_056_p2/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_bucket007_20231020_056_p2_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/bucket007/bucket007_m.obj	assets/objects/bucket007	HANDOFF_READY	PASS	5cm	to_run
26	E145_bucket007_20231023_073_p1_raw_mask_ref_fk	bucket007_20231023_073_p1	bucket007	bucket	person1	0	remote-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_bucket007_20231023_073_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket007_20231023_073_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket007_20231023_073_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket007_20231023_073_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/bucket007_20231023_073_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_bucket007_20231023_073_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/bucket007/bucket007_m.obj	assets/objects/bucket007	HANDOFF_READY	PASS	5cm	to_run
27	E145_bucket007_20231023_073_p2_raw_mask_ref_fk	bucket007_20231023_073_p2	bucket007	bucket	person2	1	remote-gpu1	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_bucket007_20231023_073_p2	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket007_20231023_073_p2/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket007_20231023_073_p2/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket007_20231023_073_p2/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/bucket007_20231023_073_p2/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_bucket007_20231023_073_p2_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/bucket007/bucket007_m.obj	assets/objects/bucket007	HANDOFF_READY	PASS	5cm	to_run
28	E145_bucket007_20231023_074_p1_raw_mask_ref_fk	bucket007_20231023_074_p1	bucket007	bucket	person1	0	local-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_bucket007_20231023_074_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket007_20231023_074_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket007_20231023_074_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket007_20231023_074_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/bucket007_20231023_074_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_bucket007_20231023_074_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/bucket007/bucket007_m.obj	assets/objects/bucket007	HANDOFF_READY	PASS	5cm	to_run
29	E145_bucket007_20231023_074_p2_raw_mask_ref_fk	bucket007_20231023_074_p2	bucket007	bucket	person2	1	remote-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_bucket007_20231023_074_p2	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket007_20231023_074_p2/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket007_20231023_074_p2/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket007_20231023_074_p2/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/bucket007_20231023_074_p2/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_bucket007_20231023_074_p2_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/bucket007/bucket007_m.obj	assets/objects/bucket007	HANDOFF_READY	PASS	5cm	to_run
30	E145_bucket009_20231002_056_p2_raw_mask_ref_fk	bucket009_20231002_056_p2	bucket009	bucket	person2	1	remote-gpu1	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_bucket009_20231002_056_p2	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket009_20231002_056_p2/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket009_20231002_056_p2/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket009_20231002_056_p2/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/bucket009_20231002_056_p2/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_bucket009_20231002_056_p2_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/bucket009/bucket009_m.obj	assets/objects/bucket009	HANDOFF_READY	PASS	5cm	to_run
31	E145_bucket010_20231002_029_p1_raw_mask_ref_fk	bucket010_20231002_029_p1	bucket010	bucket	person1	0	local-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_bucket010_20231002_029_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket010_20231002_029_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket010_20231002_029_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket010_20231002_029_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/bucket010_20231002_029_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_bucket010_20231002_029_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/bucket010/bucket010_m.obj	assets/objects/bucket010	HANDOFF_READY	PASS	5cm	to_run
32	E145_bucket010_20231003_2_055_p1_raw_mask_ref_fk	bucket010_20231003_2_055_p1	bucket010	bucket	person1	0	remote-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_bucket010_20231003_2_055_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket010_20231003_2_055_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket010_20231003_2_055_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket010_20231003_2_055_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/bucket010_20231003_2_055_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_bucket010_20231003_2_055_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/bucket010/bucket010_m.obj	assets/objects/bucket010	HANDOFF_READY	PASS	5cm	to_run
33	E145_bucket010_20231003_2_055_p2_raw_mask_ref_fk	bucket010_20231003_2_055_p2	bucket010	bucket	person2	1	remote-gpu1	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_bucket010_20231003_2_055_p2	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket010_20231003_2_055_p2/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket010_20231003_2_055_p2/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_bucket010_20231003_2_055_p2/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/bucket010_20231003_2_055_p2/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_bucket010_20231003_2_055_p2_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/bucket010/bucket010_m.obj	assets/objects/bucket010	HANDOFF_READY	PASS	5cm	to_run
34	E145_chair005_20231030_043_p1_raw_mask_ref_fk	chair005_20231030_043_p1	chair005	chair	person1	0	local-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_chair005_20231030_043_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair005_20231030_043_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair005_20231030_043_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair005_20231030_043_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/chair005_20231030_043_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_chair005_20231030_043_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/chair005/chair005_m.obj	assets/objects/chair005	HANDOFF_READY	PASS	5cm	to_run
35	E145_chair005_20231030_043_p2_raw_mask_ref_fk	chair005_20231030_043_p2	chair005	chair	person2	1	remote-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_chair005_20231030_043_p2	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair005_20231030_043_p2/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair005_20231030_043_p2/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair005_20231030_043_p2/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/chair005_20231030_043_p2/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_chair005_20231030_043_p2_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/chair005/chair005_m.obj	assets/objects/chair005	HANDOFF_READY	PASS	5cm	to_run
36	E145_chair005_20231030_044_p1_raw_mask_ref_fk	chair005_20231030_044_p1	chair005	chair	person1	0	remote-gpu1	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_chair005_20231030_044_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair005_20231030_044_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair005_20231030_044_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair005_20231030_044_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/chair005_20231030_044_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_chair005_20231030_044_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/chair005/chair005_m.obj	assets/objects/chair005	HANDOFF_READY	PASS	5cm	to_run
37	E145_chair021_20231008_055_p1_raw_mask_ref_fk	chair021_20231008_055_p1	chair021	chair	person1	0	local-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_chair021_20231008_055_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231008_055_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231008_055_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231008_055_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/chair021_20231008_055_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_chair021_20231008_055_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/chair021/chair021_m.obj	assets/objects/chair021	HANDOFF_READY	PASS	5cm	to_run
38	E145_chair021_20231008_056_p1_raw_mask_ref_fk	chair021_20231008_056_p1	chair021	chair	person1	0	remote-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_chair021_20231008_056_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231008_056_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231008_056_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231008_056_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/chair021_20231008_056_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_chair021_20231008_056_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/chair021/chair021_m.obj	assets/objects/chair021	HANDOFF_READY	PASS	5cm	to_run
39	E145_chair021_20231008_056_p2_raw_mask_ref_fk	chair021_20231008_056_p2	chair021	chair	person2	1	remote-gpu1	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_chair021_20231008_056_p2	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231008_056_p2/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231008_056_p2/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231008_056_p2/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/chair021_20231008_056_p2/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_chair021_20231008_056_p2_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/chair021/chair021_m.obj	assets/objects/chair021	HANDOFF_READY	PASS	5cm	to_run
40	E145_chair021_20231011_058_p1_raw_mask_ref_fk	chair021_20231011_058_p1	chair021	chair	person1	0	local-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_chair021_20231011_058_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231011_058_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231011_058_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231011_058_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/chair021_20231011_058_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_chair021_20231011_058_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/chair021/chair021_m.obj	assets/objects/chair021	HANDOFF_READY	PASS	5cm	to_run
41	E145_chair021_20231011_059_p1_raw_mask_ref_fk	chair021_20231011_059_p1	chair021	chair	person1	0	remote-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_chair021_20231011_059_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231011_059_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231011_059_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231011_059_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/chair021_20231011_059_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_chair021_20231011_059_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/chair021/chair021_m.obj	assets/objects/chair021	HANDOFF_READY	PASS	5cm	to_run
42	E145_chair021_20231020_076_p2_raw_mask_ref_fk	chair021_20231020_076_p2	chair021	chair	person2	1	remote-gpu1	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_chair021_20231020_076_p2	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231020_076_p2/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231020_076_p2/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231020_076_p2/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/chair021_20231020_076_p2/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_chair021_20231020_076_p2_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/chair021/chair021_m.obj	assets/objects/chair021	HANDOFF_READY	PASS	5cm	to_run
43	E145_chair021_20231030_056_p1_raw_mask_ref_fk	chair021_20231030_056_p1	chair021	chair	person1	0	local-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_chair021_20231030_056_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231030_056_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231030_056_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231030_056_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/chair021_20231030_056_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_chair021_20231030_056_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/chair021/chair021_m.obj	assets/objects/chair021	HANDOFF_READY	PASS	5cm	to_run
44	E145_chair021_20231030_056_p2_raw_mask_ref_fk	chair021_20231030_056_p2	chair021	chair	person2	1	remote-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_chair021_20231030_056_p2	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231030_056_p2/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231030_056_p2/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_chair021_20231030_056_p2/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/chair021_20231030_056_p2/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_chair021_20231030_056_p2_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/chair021/chair021_m.obj	assets/objects/chair021	HANDOFF_READY	PASS	5cm	to_run
45	E145_desk007_20231023_047_p1_raw_mask_ref_fk	desk007_20231023_047_p1	desk007	desk	person1	0	remote-gpu1	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk007_20231023_047_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk007_20231023_047_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk007_20231023_047_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk007_20231023_047_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk007_20231023_047_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk007_20231023_047_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk007/desk007_m.obj	assets/objects/desk007	HANDOFF_READY	PASS	5cm	to_run
46	E145_desk007_20231023_047_p2_raw_mask_ref_fk	desk007_20231023_047_p2	desk007	desk	person2	1	local-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk007_20231023_047_p2	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk007_20231023_047_p2/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk007_20231023_047_p2/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk007_20231023_047_p2/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk007_20231023_047_p2/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk007_20231023_047_p2_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk007/desk007_m.obj	assets/objects/desk007	HANDOFF_READY	PASS	5cm	to_run
47	E145_desk007_20231030_028_p1_raw_mask_ref_fk	desk007_20231030_028_p1	desk007	desk	person1	0	remote-gpu0	raw_mask_ref_fk	omnirt_v1	ref_fk	dcv3_omnirt_v1_ref_fk_desk007_20231030_028_p1	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk007_20231030_028_p1/scene.xml	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk007_20231030_028_p1/0/trajectory_kinematic.npz	/home/ubuntu/Workspace/spider/example_datasets/processed/core4d/unitree_g1/humanoid_object/dcv3_omnirt_v1_ref_fk_desk007_20231030_028_p1/scene_act.xml	workspace/core4d/results/E145/full_nonbox_to_rl_ready/contact_masks/desk007_20231030_028_p1/raw_contact_mask_3cm.npz	s5_contact_mask_3cm	examples/config/override/core4d_E145_desk007_20231030_028_p1_raw_mask_ref_fk.yaml	example_datasets/processed/core4d/assets/objects/desk007/desk007_m.obj	assets/objects/desk007	HANDOFF_READY	PASS	5cm	to_run
